t	θ	uncertainty T	uncertainty A
273.44	0.003	0.02	0.009
273.47	0.002	0.02	0.009
273.51	0.002	0.02	0.009
273.54	0.001	0.02	0.009
273.57	0.001	0.02	0.009
273.60	0.000	0.02	0.009
273.64	0.000	0.02	0.009
273.67	-0.001	0.02	0.009
273.70	-0.001	0.02	0.009
273.74	-0.002	0.02	0.009
273.77	-0.002	0.02	0.009
273.80	-0.002	0.02	0.009
273.84	-0.002	0.02	0.009
273.87	-0.002	0.02	0.009
273.90	-0.002	0.02	0.009
273.94	-0.001	0.02	0.009
273.97	0.000	0.02	0.009
274.00	0.001	0.02	0.009
274.04	0.001	0.02	0.009
274.07	0.002	0.02	0.009
274.10	0.002	0.02	0.009
274.14	0.003	0.02	0.009
274.17	0.003	0.02	0.009
274.20	0.003	0.02	0.009
274.24	0.003	0.02	0.009
274.27	0.002	0.02	0.009
274.30	0.002	0.02	0.009
274.34	0.002	0.02	0.009
274.37	0.001	0.02	0.009
274.40	0.000	0.02	0.009
274.44	0.000	0.02	0.009
274.47	-0.001	0.02	0.009
274.50	-0.001	0.02	0.009
274.54	-0.002	0.02	0.009
274.57	-0.003	0.02	0.009
274.60	-0.003	0.02	0.009
274.64	-0.002	0.02	0.009
274.67	-0.002	0.02	0.009
274.70	-0.002	0.02	0.009
274.74	-0.001	0.02	0.009
274.77	-0.001	0.02	0.009
274.80	0.000	0.02	0.009
274.84	0.001	0.02	0.009
274.87	0.002	0.02	0.009
274.90	0.002	0.02	0.009
274.93	0.002	0.02	0.009
274.97	0.002	0.02	0.009
275.00	0.003	0.02	0.009
275.03	0.003	0.02	0.009
275.07	0.002	0.02	0.009
275.10	0.002	0.02	0.009
275.13	0.002	0.02	0.009
275.17	0.001	0.02	0.009
275.20	0.001	0.02	0.009
275.23	0.000	0.02	0.009
275.27	-0.001	0.02	0.009
275.30	-0.001	0.02	0.009
275.33	-0.001	0.02	0.009
275.37	-0.002	0.02	0.009
275.40	-0.002	0.02	0.009
275.43	-0.002	0.02	0.009
275.47	-0.002	0.02	0.009
275.50	-0.002	0.02	0.009
275.53	-0.001	0.02	0.009
275.57	-0.001	0.02	0.009
275.60	0.000	0.02	0.009
275.63	0.000	0.02	0.009
275.67	0.001	0.02	0.009
275.70	0.001	0.02	0.009
275.73	0.001	0.02	0.009
275.77	0.002	0.02	0.009
275.80	0.002	0.02	0.009
275.83	0.003	0.02	0.009
275.87	0.002	0.02	0.009
275.90	0.002	0.02	0.009
275.93	0.002	0.02	0.009
275.97	0.002	0.02	0.009
276.00	0.001	0.02	0.009
276.03	0.000	0.02	0.009
276.06	-0.001	0.02	0.009
276.10	-0.001	0.02	0.009
276.13	-0.001	0.02	0.009
276.16	-0.002	0.02	0.009
276.20	-0.002	0.02	0.009
276.23	-0.002	0.02	0.009
276.26	-0.002	0.02	0.009
276.30	-0.002	0.02	0.009
276.33	-0.001	0.02	0.009
276.36	-0.001	0.02	0.009
276.40	0.000	0.02	0.009
276.43	0.000	0.02	0.009
276.46	0.001	0.02	0.009
276.50	0.002	0.02	0.009
276.53	0.002	0.02	0.009
276.56	0.002	0.02	0.009
276.60	0.002	0.02	0.009
276.63	0.002	0.02	0.009
276.66	0.002	0.02	0.009
276.70	0.002	0.02	0.009
276.73	0.002	0.02	0.009
276.76	0.002	0.02	0.009
276.80	0.001	0.02	0.009
276.83	0.000	0.02	0.009
276.86	0.000	0.02	0.009
276.90	-0.001	0.02	0.009
276.93	-0.002	0.02	0.009
276.96	-0.002	0.02	0.009
277.00	-0.003	0.02	0.009
277.03	-0.003	0.02	0.009
277.06	-0.002	0.02	0.009
277.10	-0.002	0.02	0.009
277.13	-0.002	0.02	0.009
277.16	-0.001	0.02	0.009
277.20	-0.001	0.02	0.009
277.23	0.000	0.02	0.009
277.26	0.000	0.02	0.009
277.29	0.001	0.02	0.009
277.33	0.002	0.02	0.009
277.36	0.002	0.02	0.009
277.39	0.002	0.02	0.009
277.43	0.002	0.02	0.009
277.46	0.003	0.02	0.009
277.49	0.002	0.02	0.009
277.53	0.002	0.02	0.009
277.56	0.002	0.02	0.009
277.59	0.001	0.02	0.009
277.63	0.001	0.02	0.009
277.66	0.000	0.02	0.009
277.69	-0.001	0.02	0.009
277.73	-0.001	0.02	0.009
277.76	-0.001	0.02	0.009
277.79	-0.002	0.02	0.009
277.83	-0.002	0.02	0.009
277.86	-0.002	0.02	0.009
277.89	-0.002	0.02	0.009
277.93	-0.002	0.02	0.009
277.96	-0.002	0.02	0.009
277.99	-0.001	0.02	0.009
278.03	0.000	0.02	0.009
278.06	0.000	0.02	0.009
278.09	0.001	0.02	0.009
278.13	0.002	0.02	0.009
278.16	0.002	0.02	0.009
278.19	0.002	0.02	0.009
278.23	0.003	0.02	0.009
278.26	0.003	0.02	0.009
278.29	0.002	0.02	0.009
278.33	0.002	0.02	0.009
278.36	0.002	0.02	0.009
278.39	0.002	0.02	0.009
278.43	0.001	0.02	0.009
278.46	0.000	0.02	0.009
278.49	-0.001	0.02	0.009
278.52	-0.001	0.02	0.009
278.56	-0.001	0.02	0.009
278.59	-0.002	0.02	0.009
278.62	-0.003	0.02	0.009
278.66	-0.002	0.02	0.009
278.69	-0.002	0.02	0.009
278.72	-0.002	0.02	0.009
278.76	-0.002	0.02	0.009
278.79	-0.001	0.02	0.009
278.82	-0.001	0.02	0.009
278.86	0.000	0.02	0.009
278.89	0.001	0.02	0.009
278.92	0.001	0.02	0.009
278.96	0.002	0.02	0.009
278.99	0.002	0.02	0.009
279.02	0.002	0.02	0.009
279.06	0.003	0.02	0.009
279.09	0.003	0.02	0.009
279.12	0.002	0.02	0.009
279.16	0.002	0.02	0.009
279.19	0.002	0.02	0.009
279.22	0.002	0.02	0.009
279.26	0.001	0.02	0.009
279.29	0.000	0.02	0.009
279.32	-0.001	0.02	0.009
279.36	-0.001	0.02	0.009
279.39	-0.001	0.02	0.009
279.42	-0.002	0.02	0.009
279.46	-0.002	0.02	0.009
279.49	-0.002	0.02	0.009
279.52	-0.002	0.02	0.009
279.56	-0.002	0.02	0.009
279.59	-0.002	0.02	0.009
279.62	-0.001	0.02	0.009
279.65	-0.001	0.02	0.009
279.69	0.000	0.02	0.009
279.72	0.001	0.02	0.009
279.75	0.002	0.02	0.009
279.79	0.002	0.02	0.009
279.82	0.002	0.02	0.009
279.85	0.002	0.02	0.009
279.89	0.003	0.02	0.009
279.92	0.002	0.02	0.009
279.95	0.002	0.02	0.009
279.99	0.002	0.02	0.009
280.02	0.002	0.02	0.009
280.05	0.001	0.02	0.009
280.09	0.000	0.02	0.009
280.12	0.000	0.02	0.009
280.15	-0.001	0.02	0.009
280.19	-0.001	0.02	0.009
280.22	-0.002	0.02	0.009
280.25	-0.003	0.02	0.009
280.29	-0.002	0.02	0.009
280.32	-0.002	0.02	0.009
280.35	-0.002	0.02	0.009
280.39	-0.002	0.02	0.009
280.42	-0.001	0.02	0.009
280.45	-0.001	0.02	0.009
280.49	0.000	0.02	0.009
280.52	0.000	0.02	0.009
280.55	0.002	0.02	0.009
280.59	0.002	0.02	0.009
280.62	0.002	0.02	0.009
280.65	0.002	0.02	0.009
280.69	0.003	0.02	0.009
280.72	0.002	0.02	0.009
280.75	0.002	0.02	0.009
280.79	0.002	0.02	0.009
280.82	0.002	0.02	0.009
280.85	0.001	0.02	0.009
280.88	0.001	0.02	0.009
280.92	0.000	0.02	0.009
280.95	0.000	0.02	0.009
280.98	-0.001	0.02	0.009
281.02	-0.002	0.02	0.009
281.05	-0.002	0.02	0.009
281.08	-0.002	0.02	0.009
281.12	-0.002	0.02	0.009
281.15	-0.002	0.02	0.009
281.18	-0.002	0.02	0.009
281.22	-0.002	0.02	0.009
281.25	-0.001	0.02	0.009
281.28	0.000	0.02	0.009
281.32	0.000	0.02	0.009
281.35	0.001	0.02	0.009
281.38	0.002	0.02	0.009
281.42	0.002	0.02	0.009
281.45	0.003	0.02	0.009
281.48	0.003	0.02	0.009
281.52	0.003	0.02	0.009
281.55	0.002	0.02	0.009
281.58	0.002	0.02	0.009
281.62	0.002	0.02	0.009
281.65	0.002	0.02	0.009
281.68	0.001	0.02	0.009
281.72	0.000	0.02	0.009
281.75	0.000	0.02	0.009
281.78	-0.001	0.02	0.009
281.82	-0.001	0.02	0.009
281.85	-0.002	0.02	0.009
281.88	-0.002	0.02	0.009
281.92	-0.002	0.02	0.009
281.95	-0.002	0.02	0.009
281.98	-0.002	0.02	0.009
282.02	-0.002	0.02	0.009
282.05	-0.001	0.02	0.009
282.08	-0.001	0.02	0.009
282.11	0.000	0.02	0.009
282.15	0.001	0.02	0.009
282.18	0.001	0.02	0.009
282.21	0.002	0.02	0.009
282.25	0.002	0.02	0.009
282.28	0.002	0.02	0.009
282.31	0.002	0.02	0.009
282.35	0.002	0.02	0.009
282.38	0.002	0.02	0.009
282.41	0.002	0.02	0.009
282.45	0.002	0.02	0.009
282.48	0.001	0.02	0.009
282.51	0.000	0.02	0.009
282.55	0.000	0.02	0.009
282.58	-0.001	0.02	0.009
282.61	-0.001	0.02	0.009
282.65	-0.002	0.02	0.009
282.68	-0.003	0.02	0.009
282.71	-0.003	0.02	0.009
282.75	-0.002	0.02	0.009
282.78	-0.002	0.02	0.009
282.81	-0.002	0.02	0.009
282.85	-0.001	0.02	0.009
282.88	-0.001	0.02	0.009
282.91	-0.001	0.02	0.009
282.95	0.000	0.02	0.009
282.98	0.001	0.02	0.009
283.01	0.002	0.02	0.009
283.05	0.002	0.02	0.009
283.08	0.002	0.02	0.009
283.11	0.003	0.02	0.009
283.15	0.003	0.02	0.009
283.18	0.002	0.02	0.009
283.21	0.002	0.02	0.009
283.25	0.002	0.02	0.009
283.28	0.002	0.02	0.009
283.31	0.001	0.02	0.009
283.34	0.000	0.02	0.009
283.38	0.000	0.02	0.009
283.41	-0.001	0.02	0.009
283.44	-0.001	0.02	0.009
283.48	-0.002	0.02	0.009
283.51	-0.002	0.02	0.009
283.54	-0.002	0.02	0.009
283.58	-0.002	0.02	0.009
283.61	-0.002	0.02	0.009
283.64	-0.002	0.02	0.009
283.68	-0.001	0.02	0.009
283.71	-0.001	0.02	0.009
283.74	0.000	0.02	0.009
283.78	0.001	0.02	0.009
283.81	0.002	0.02	0.009
283.84	0.002	0.02	0.009
283.88	0.002	0.02	0.009
283.91	0.002	0.02	0.009
283.94	0.002	0.02	0.009
283.98	0.002	0.02	0.009
284.01	0.002	0.02	0.009
284.04	0.002	0.02	0.009
284.08	0.002	0.02	0.009
284.11	0.001	0.02	0.009
284.14	0.001	0.02	0.009
284.18	0.000	0.02	0.009
284.21	-0.001	0.02	0.009
284.24	-0.001	0.02	0.009
284.28	-0.002	0.02	0.009
284.31	-0.002	0.02	0.009
284.34	-0.002	0.02	0.009
284.38	-0.002	0.02	0.009
284.41	-0.002	0.02	0.009
284.44	-0.002	0.02	0.009
284.47	-0.001	0.02	0.009
284.51	-0.001	0.02	0.009
284.54	0.000	0.02	0.009
284.57	0.001	0.02	0.009
284.61	0.001	0.02	0.009
284.64	0.002	0.02	0.009
284.67	0.003	0.02	0.009
284.71	0.003	0.02	0.009
284.74	0.003	0.02	0.009
284.77	0.002	0.02	0.009
284.81	0.002	0.02	0.009
284.84	0.002	0.02	0.009
284.87	0.002	0.02	0.009
284.91	0.001	0.02	0.009
284.94	0.001	0.02	0.009
284.97	0.000	0.02	0.009
285.01	0.000	0.02	0.009
285.04	-0.001	0.02	0.009
285.07	-0.001	0.02	0.009
285.11	-0.002	0.02	0.009
285.14	-0.002	0.02	0.009
285.17	-0.002	0.02	0.009
285.21	-0.002	0.02	0.009
285.24	-0.002	0.02	0.009
285.27	-0.001	0.02	0.009
285.31	-0.001	0.02	0.009
285.34	0.000	0.02	0.009
285.37	0.001	0.02	0.009
285.41	0.001	0.02	0.009
285.44	0.001	0.02	0.009
285.47	0.002	0.02	0.009
285.51	0.003	0.02	0.009
285.54	0.002	0.02	0.009
285.57	0.003	0.02	0.009
285.61	0.002	0.02	0.009
285.64	0.002	0.02	0.009
285.67	0.002	0.02	0.009
285.70	0.002	0.02	0.009
285.74	0.001	0.02	0.009
285.77	0.000	0.02	0.009
285.80	-0.001	0.02	0.009
285.84	-0.001	0.02	0.009
285.87	-0.001	0.02	0.009
285.90	-0.002	0.02	0.009
285.94	-0.002	0.02	0.009
285.97	-0.002	0.02	0.009
286.00	-0.003	0.02	0.009
286.04	-0.002	0.02	0.009
286.07	-0.002	0.02	0.009
286.10	-0.001	0.02	0.009
286.14	-0.001	0.02	0.009
286.17	0.000	0.02	0.009
286.20	0.001	0.02	0.009
286.24	0.001	0.02	0.009
286.27	0.002	0.02	0.009
286.30	0.002	0.02	0.009
286.34	0.002	0.02	0.009
286.37	0.002	0.02	0.009
286.40	0.002	0.02	0.009
286.44	0.002	0.02	0.009
286.47	0.002	0.02	0.009
286.50	0.002	0.02	0.009
286.54	0.001	0.02	0.009
286.57	0.000	0.02	0.009
286.60	0.000	0.02	0.009
286.64	-0.001	0.02	0.009
286.67	-0.001	0.02	0.009
286.70	-0.001	0.02	0.009
286.74	-0.002	0.02	0.009
286.77	-0.002	0.02	0.009
286.80	-0.002	0.02	0.009
286.83	-0.002	0.02	0.009
286.87	-0.002	0.02	0.009
286.90	-0.001	0.02	0.009
286.93	-0.001	0.02	0.009
286.97	-0.001	0.02	0.009
287.00	0.000	0.02	0.009
287.03	0.001	0.02	0.009
287.07	0.002	0.02	0.009
287.10	0.002	0.02	0.009
287.13	0.002	0.02	0.009
287.17	0.003	0.02	0.009
287.20	0.002	0.02	0.009
287.23	0.002	0.02	0.009
287.27	0.002	0.02	0.009
287.30	0.002	0.02	0.009
287.33	0.002	0.02	0.009
287.37	0.001	0.02	0.009
287.40	0.000	0.02	0.009
287.43	0.000	0.02	0.009
287.47	-0.001	0.02	0.009
287.50	-0.001	0.02	0.009
287.53	-0.002	0.02	0.009
287.57	-0.002	0.02	0.009
287.60	-0.002	0.02	0.009
287.63	-0.002	0.02	0.009
287.67	-0.002	0.02	0.009
287.70	-0.002	0.02	0.009
287.73	-0.001	0.02	0.009
287.77	-0.001	0.02	0.009
287.80	0.000	0.02	0.009
287.83	0.001	0.02	0.009
287.87	0.002	0.02	0.009
287.90	0.002	0.02	0.009
287.93	0.002	0.02	0.009
287.97	0.003	0.02	0.009
288.00	0.002	0.02	0.009
288.03	0.002	0.02	0.009
288.06	0.002	0.02	0.009
288.10	0.002	0.02	0.009
288.13	0.002	0.02	0.009
288.16	0.001	0.02	0.009
288.20	0.000	0.02	0.009
288.23	0.000	0.02	0.009
288.26	-0.001	0.02	0.009
288.30	-0.002	0.02	0.009
288.33	-0.002	0.02	0.009
288.36	-0.003	0.02	0.009
288.40	-0.002	0.02	0.009
288.43	-0.002	0.02	0.009
288.46	-0.002	0.02	0.009
288.50	-0.002	0.02	0.009
288.53	-0.002	0.02	0.009
288.56	-0.001	0.02	0.009
288.60	-0.001	0.02	0.009
288.63	0.000	0.02	0.009
288.66	0.001	0.02	0.009
288.70	0.001	0.02	0.009
288.73	0.002	0.02	0.009
288.76	0.002	0.02	0.009
288.80	0.002	0.02	0.009
288.83	0.002	0.02	0.009
288.86	0.002	0.02	0.009
288.90	0.002	0.02	0.009
288.93	0.002	0.02	0.009
288.96	0.001	0.02	0.009
289.00	0.001	0.02	0.009
289.03	0.000	0.02	0.009
289.06	0.000	0.02	0.009
289.10	-0.001	0.02	0.009
289.13	-0.001	0.02	0.009
289.16	-0.001	0.02	0.009
289.20	-0.002	0.02	0.009
289.23	-0.002	0.02	0.009
289.26	-0.002	0.02	0.009
289.29	-0.002	0.02	0.009
289.33	-0.002	0.02	0.009
289.36	-0.001	0.02	0.009
289.39	-0.001	0.02	0.009
289.43	0.000	0.02	0.009
289.46	0.001	0.02	0.009
289.49	0.001	0.02	0.009
289.53	0.002	0.02	0.009
289.56	0.002	0.02	0.009
289.59	0.003	0.02	0.009
289.63	0.002	0.02	0.009
289.66	0.002	0.02	0.009
289.69	0.002	0.02	0.009
289.73	0.002	0.02	0.009
289.76	0.002	0.02	0.009
289.79	0.001	0.02	0.009
289.83	0.001	0.02	0.009
289.86	0.000	0.02	0.009
289.89	0.000	0.02	0.009
289.93	-0.001	0.02	0.009
289.96	-0.001	0.02	0.009
289.99	-0.002	0.02	0.009
290.03	-0.002	0.02	0.009
290.06	-0.002	0.02	0.009
290.09	-0.002	0.02	0.009
290.13	-0.002	0.02	0.009
290.16	-0.001	0.02	0.009
290.19	-0.001	0.02	0.009
290.23	-0.001	0.02	0.009
290.26	0.000	0.02	0.009
290.29	0.001	0.02	0.009
290.33	0.001	0.02	0.009
290.36	0.002	0.02	0.009
290.39	0.002	0.02	0.009
290.42	0.002	0.02	0.009
290.46	0.003	0.02	0.009
290.49	0.002	0.02	0.009
290.52	0.002	0.02	0.009
290.56	0.002	0.02	0.009
290.59	0.001	0.02	0.009
290.62	0.001	0.02	0.009
290.66	0.000	0.02	0.009
290.69	0.000	0.02	0.009
290.72	-0.001	0.02	0.009
290.76	-0.001	0.02	0.009
290.79	-0.001	0.02	0.009
290.82	-0.002	0.02	0.009
290.86	-0.002	0.02	0.009
290.89	-0.002	0.02	0.009
290.92	-0.002	0.02	0.009
290.96	-0.001	0.02	0.009
290.99	-0.001	0.02	0.009
291.02	-0.001	0.02	0.009
291.06	0.000	0.02	0.009
291.09	0.001	0.02	0.009
291.12	0.001	0.02	0.009
291.16	0.002	0.02	0.009
291.19	0.002	0.02	0.009
291.22	0.002	0.02	0.009
291.26	0.002	0.02	0.009
291.29	0.003	0.02	0.009
291.32	0.002	0.02	0.009
291.36	0.002	0.02	0.009
291.39	0.002	0.02	0.009
291.42	0.002	0.02	0.009
291.46	0.001	0.02	0.009
291.49	0.000	0.02	0.009
291.52	0.000	0.02	0.009
291.56	-0.001	0.02	0.009
291.59	-0.001	0.02	0.009
291.62	-0.002	0.02	0.009
291.65	-0.002	0.02	0.009
291.69	-0.002	0.02	0.009
291.72	-0.002	0.02	0.009
291.75	-0.002	0.02	0.009
291.79	-0.001	0.02	0.009
291.82	-0.001	0.02	0.009
291.85	0.000	0.02	0.009
291.89	0.001	0.02	0.009
291.92	0.001	0.02	0.009
291.95	0.002	0.02	0.009
291.99	0.002	0.02	0.009
292.02	0.003	0.02	0.009
292.05	0.003	0.02	0.009
292.09	0.003	0.02	0.009
292.12	0.003	0.02	0.009
292.15	0.002	0.02	0.009
292.19	0.002	0.02	0.009
292.22	0.002	0.02	0.009
292.25	0.001	0.02	0.009
292.29	0.000	0.02	0.009
292.32	0.000	0.02	0.009
292.35	-0.001	0.02	0.009
292.39	-0.001	0.02	0.009
292.42	-0.001	0.02	0.009
292.45	-0.002	0.02	0.009
292.49	-0.002	0.02	0.009
292.52	-0.002	0.02	0.009
292.55	-0.002	0.02	0.009
292.59	-0.002	0.02	0.009
292.62	-0.001	0.02	0.009
292.65	-0.001	0.02	0.009
292.69	0.000	0.02	0.009
292.72	0.001	0.02	0.009
292.75	0.001	0.02	0.009
292.79	0.002	0.02	0.009
292.82	0.003	0.02	0.009
292.85	0.002	0.02	0.009
292.88	0.003	0.02	0.009
292.92	0.002	0.02	0.009
292.95	0.002	0.02	0.009
292.98	0.002	0.02	0.009
293.02	0.002	0.02	0.009
293.05	0.001	0.02	0.009
293.08	0.001	0.02	0.009
293.12	0.000	0.02	0.009
293.15	-0.001	0.02	0.009
293.18	-0.001	0.02	0.009
293.22	-0.002	0.02	0.009
293.25	-0.002	0.02	0.009
293.28	-0.002	0.02	0.009
293.32	-0.002	0.02	0.009
293.35	-0.002	0.02	0.009
293.38	-0.001	0.02	0.009
293.42	-0.001	0.02	0.009
293.45	-0.001	0.02	0.009
293.48	-0.001	0.02	0.009
293.52	0.000	0.02	0.009
293.55	0.001	0.02	0.009
293.58	0.001	0.02	0.009
293.62	0.002	0.02	0.009
293.65	0.002	0.02	0.009
293.68	0.002	0.02	0.009
293.72	0.002	0.02	0.009
293.75	0.002	0.02	0.009
293.78	0.002	0.02	0.009
293.82	0.002	0.02	0.009
293.85	0.002	0.02	0.009
293.88	0.001	0.02	0.009
293.92	0.000	0.02	0.009
293.95	0.000	0.02	0.009
293.98	-0.001	0.02	0.009
294.02	-0.002	0.02	0.009
294.05	-0.002	0.02	0.009
294.08	-0.002	0.02	0.009
294.11	-0.002	0.02	0.009
294.15	-0.002	0.02	0.009
294.18	-0.002	0.02	0.009
294.21	-0.001	0.02	0.009
294.25	-0.001	0.02	0.009
294.28	0.000	0.02	0.009
294.31	0.000	0.02	0.009
294.35	0.001	0.02	0.009
294.38	0.002	0.02	0.009
294.41	0.002	0.02	0.009
294.45	0.003	0.02	0.009
294.48	0.003	0.02	0.009
294.51	0.002	0.02	0.009
294.55	0.003	0.02	0.009
294.58	0.002	0.02	0.009
294.61	0.002	0.02	0.009
294.65	0.001	0.02	0.009
294.68	0.001	0.02	0.009
294.71	0.001	0.02	0.009
294.75	0.000	0.02	0.009
294.78	-0.001	0.02	0.009
294.81	-0.001	0.02	0.009
294.85	-0.001	0.02	0.009
294.88	-0.002	0.02	0.009
294.91	-0.002	0.02	0.009
294.95	-0.002	0.02	0.009
294.98	-0.002	0.02	0.009
295.01	-0.002	0.02	0.009
295.05	-0.001	0.02	0.009
295.08	-0.001	0.02	0.009
295.11	0.000	0.02	0.009
295.15	0.001	0.02	0.009
295.18	0.001	0.02	0.009
295.21	0.002	0.02	0.009
295.24	0.002	0.02	0.009
295.28	0.003	0.02	0.009
295.31	0.003	0.02	0.009
295.34	0.002	0.02	0.009
295.38	0.002	0.02	0.009
295.41	0.002	0.02	0.009
295.44	0.002	0.02	0.009
295.48	0.001	0.02	0.009
295.51	0.001	0.02	0.009
295.54	0.000	0.02	0.009
295.58	0.000	0.02	0.009
295.61	-0.001	0.02	0.009
295.64	-0.001	0.02	0.009
295.68	-0.002	0.02	0.009
295.71	-0.002	0.02	0.009
295.74	-0.002	0.02	0.009
295.78	-0.002	0.02	0.009
295.81	-0.002	0.02	0.009
295.84	-0.001	0.02	0.009
295.88	-0.001	0.02	0.009
295.91	0.000	0.02	0.009
295.94	0.000	0.02	0.009
295.98	0.001	0.02	0.009
296.01	0.002	0.02	0.009
296.04	0.002	0.02	0.009
296.08	0.003	0.02	0.009
296.11	0.003	0.02	0.009
296.14	0.003	0.02	0.009
296.18	0.002	0.02	0.009
296.21	0.002	0.02	0.009
296.24	0.002	0.02	0.009
296.28	0.002	0.02	0.009
296.31	0.001	0.02	0.009
296.34	0.000	0.02	0.009
296.38	0.000	0.02	0.009
296.41	-0.001	0.02	0.009
296.44	-0.001	0.02	0.009
296.47	-0.002	0.02	0.009
296.51	-0.002	0.02	0.009
296.54	-0.002	0.02	0.009
296.57	-0.002	0.02	0.009
296.61	-0.002	0.02	0.009
296.64	-0.002	0.02	0.009
296.67	-0.001	0.02	0.009
296.71	-0.001	0.02	0.009
296.74	0.000	0.02	0.009
296.77	0.001	0.02	0.009
296.81	0.001	0.02	0.009
296.84	0.001	0.02	0.009
296.87	0.002	0.02	0.009
296.91	0.003	0.02	0.009
296.94	0.003	0.02	0.009
296.97	0.003	0.02	0.009
297.01	0.002	0.02	0.009
297.04	0.002	0.02	0.009
297.07	0.002	0.02	0.009
297.11	0.001	0.02	0.009
297.14	0.001	0.02	0.009
297.17	0.000	0.02	0.009
297.21	0.000	0.02	0.009
297.24	-0.001	0.02	0.009
297.27	-0.001	0.02	0.009
297.31	-0.002	0.02	0.009
297.34	-0.002	0.02	0.009
297.37	-0.002	0.02	0.009
297.41	-0.002	0.02	0.009
297.44	-0.002	0.02	0.009
297.47	-0.001	0.02	0.009
297.51	-0.001	0.02	0.009
297.54	0.000	0.02	0.009
297.57	0.000	0.02	0.009
297.60	0.001	0.02	0.009
297.64	0.001	0.02	0.009
297.67	0.002	0.02	0.009
297.70	0.003	0.02	0.009
297.74	0.003	0.02	0.009
297.77	0.002	0.02	0.009
297.80	0.002	0.02	0.009
297.84	0.002	0.02	0.009
297.87	0.002	0.02	0.009
297.90	0.002	0.02	0.009
297.94	0.001	0.02	0.009
297.97	0.000	0.02	0.009
298.00	0.000	0.02	0.009
298.04	-0.001	0.02	0.009
298.07	-0.001	0.02	0.009
298.10	-0.002	0.02	0.009
298.14	-0.003	0.02	0.009
298.17	-0.002	0.02	0.009
298.20	-0.002	0.02	0.009
298.24	-0.002	0.02	0.009
298.27	-0.002	0.02	0.009
298.30	-0.001	0.02	0.009
298.34	-0.001	0.02	0.009
298.37	0.000	0.02	0.009
298.40	0.000	0.02	0.009
298.44	0.001	0.02	0.009
298.47	0.002	0.02	0.009
298.50	0.003	0.02	0.009
298.54	0.003	0.02	0.009
298.57	0.003	0.02	0.009
298.60	0.003	0.02	0.009
298.64	0.002	0.02	0.009
298.67	0.002	0.02	0.009
298.70	0.002	0.02	0.009
298.74	0.001	0.02	0.009
298.77	0.000	0.02	0.009
298.80	0.000	0.02	0.009
298.83	-0.001	0.02	0.009
298.87	-0.002	0.02	0.009
298.90	-0.002	0.02	0.009
298.93	-0.003	0.02	0.009
298.97	-0.003	0.02	0.009
299.00	-0.003	0.02	0.009
299.03	-0.002	0.02	0.009
299.07	-0.002	0.02	0.009
299.10	-0.001	0.02	0.009
299.13	-0.001	0.02	0.009
299.17	0.000	0.02	0.009
299.20	0.001	0.02	0.009
299.23	0.001	0.02	0.009
299.27	0.002	0.02	0.009
299.30	0.002	0.02	0.009
299.33	0.003	0.02	0.009
299.37	0.003	0.02	0.009
299.40	0.003	0.02	0.009
299.43	0.002	0.02	0.009
299.47	0.002	0.02	0.009
299.50	0.002	0.02	0.009
299.53	0.002	0.02	0.009
299.57	0.001	0.02	0.009
299.60	0.000	0.02	0.009
299.63	0.000	0.02	0.009
299.67	-0.001	0.02	0.009
299.70	-0.001	0.02	0.009
299.73	-0.001	0.02	0.009
299.77	-0.002	0.02	0.009
299.80	-0.002	0.02	0.009
299.83	-0.002	0.02	0.009
299.87	-0.002	0.02	0.009
299.90	-0.001	0.02	0.009
299.93	-0.001	0.02	0.009
299.97	0.000	0.02	0.009
300.00	0.000	0.02	0.009
300.03	0.001	0.02	0.009
300.06	0.001	0.02	0.009
300.10	0.002	0.02	0.009
300.13	0.003	0.02	0.009
300.16	0.003	0.02	0.009
300.20	0.003	0.02	0.009
300.23	0.003	0.02	0.009
300.26	0.002	0.02	0.009
300.30	0.002	0.02	0.009
300.33	0.002	0.02	0.009
300.36	0.002	0.02	0.009
300.40	0.000	0.02	0.009
300.43	0.000	0.02	0.009
300.46	-0.001	0.02	0.009
300.50	-0.001	0.02	0.009
300.53	-0.002	0.02	0.009
300.56	-0.002	0.02	0.009
300.60	-0.002	0.02	0.009
300.63	-0.002	0.02	0.009
300.66	-0.002	0.02	0.009
300.70	-0.002	0.02	0.009
300.73	-0.001	0.02	0.009
300.76	-0.001	0.02	0.009
300.80	0.000	0.02	0.009
300.83	0.000	0.02	0.009
300.86	0.001	0.02	0.009
300.90	0.002	0.02	0.009
300.93	0.002	0.02	0.009
300.96	0.002	0.02	0.009
301.00	0.003	0.02	0.009
301.03	0.003	0.02	0.009
301.06	0.002	0.02	0.009
301.10	0.002	0.02	0.009
301.13	0.002	0.02	0.009
301.16	0.002	0.02	0.009
301.19	0.001	0.02	0.009
301.23	0.000	0.02	0.009
301.26	0.000	0.02	0.009
301.29	-0.001	0.02	0.009
301.33	-0.001	0.02	0.009
301.36	-0.002	0.02	0.009
301.39	-0.002	0.02	0.009
301.43	-0.002	0.02	0.009
301.46	-0.002	0.02	0.009
301.49	-0.002	0.02	0.009
301.53	-0.001	0.02	0.009
301.56	-0.001	0.02	0.009
301.59	0.000	0.02	0.009
301.63	0.000	0.02	0.009
301.66	0.001	0.02	0.009
301.69	0.002	0.02	0.009
301.73	0.002	0.02	0.009
